Wall time,Step,Value
1715376395.5222075,179,-40.12043380737305
1715376448.945033,232,-23.303897857666016
1715376528.669382,312,-28.18787384033203
1715376538.9642026,322,-28.569366455078125
1715377228.7727108,1012,-44.61103820800781
1715377470.8221672,1254,-38.33875274658203
1715377514.1610913,1298,-38.072025299072266
1715377776.4917986,1560,-27.00342559814453
1715377903.7767766,1687,-24.2559757232666
1715377942.8927472,1726,-23.057523727416992
1715377995.4162679,1779,-22.322383880615234
1715378017.0625293,1800,-22.599323272705078
1715378073.964154,1857,-21.48141098022461
1715378128.1777058,1912,-20.918014526367188
1715378172.9580224,1956,-19.889196395874023
1715378237.7498322,2021,-19.75920867919922
1715378258.1786683,2042,-19.582138061523438
1715378270.0193424,2053,-19.785114288330078
1715378368.8839674,2152,-19.560638427734375
1715378524.6306937,2308,-19.59187126159668
1715378634.6389225,2418,-19.002431869506836
1715378637.0375407,2420,-18.99541664123535
1715378677.8315094,2461,-18.509626388549805
1715378788.89643,2572,-16.979938507080078
1715378933.9637823,2717,-15.9412260055542
1715378943.260462,2727,-16.071210861206055
1715379037.1815467,2821,-16.062149047851562
1715379061.801994,2845,-15.852738380432129
1715379088.4637337,2872,-15.508907318115234
1715379140.7604582,2924,-15.086129188537598
1715379141.7159045,2925,-15.12082576751709
1715379170.1960158,2954,-14.670480728149414
1715379223.7600946,3007,-14.161701202392578
1715379249.9468255,3033,-13.353532791137695
1715379257.5832722,3041,-13.271820068359375
1715379320.7424457,3104,-12.09560489654541
1715379358.3990073,3142,-10.850842475891113
1715379455.0661945,3238,-6.376097679138184
1715379468.0513546,3251,-5.419278621673584
1715379494.9371274,3278,-3.870490074157715
1715379504.4034874,3288,-3.3486480712890625
1715379514.450248,3298,-2.8662567138671875
1715379519.0041342,3302,-2.6882197856903076
1715379531.618592,3315,-2.1089868545532227
1715379558.280504,3342,-0.968024492263794
1715379622.8342032,3406,2.2527172565460205
1715379627.889746,3411,2.3445537090301514
1715379636.8525262,3420,2.709453821182251
1715379674.0313456,3457,3.9828662872314453
1715379675.7138577,3459,4.025838851928711
1715379699.0364594,3482,4.9978251457214355
1715379743.7839255,3527,7.213778495788574
1715379781.7821593,3565,9.153328895568848
1715379790.0165343,3573,9.50644588470459
1715379802.6131196,3586,10.144278526306152
1715379805.999404,3589,10.32931900024414
1715379819.517196,3603,10.80868148803711
1715379840.427024,3624,11.500197410583496
1715379891.9067814,3675,13.077215194702148
1715379902.0515096,3685,13.236505508422852
1715379950.2905698,3734,14.883353233337402
1715379952.0728676,3735,14.909096717834473
1715379970.4969141,3754,15.440348625183105
1715379971.9367638,3755,15.491315841674805
1715379990.7945917,3774,16.30929946899414
1715380028.8718188,3812,17.643951416015625
1715380043.0348916,3826,18.065080642700195
1715380048.152652,3832,18.169931411743164
1715380054.9766002,3838,18.216394424438477
1715380080.9644644,3864,18.699613571166992
1715380082.8692186,3866,18.780208587646484
1715380100.7063897,3884,19.186859130859375
1715380103.8697019,3887,19.326091766357422
1715380106.899938,3890,19.351333618164062
1715380121.7986302,3905,19.542434692382812
1715380122.7188945,3906,19.552392959594727
1715380127.850166,3911,19.72120475769043
1715380151.9958353,3935,20.479389190673828
1715380155.5742178,3939,20.570920944213867
1715380164.070449,3947,20.76157569885254
1715380176.6640592,3960,20.76314353942871
1715380188.5223582,3972,21.034879684448242
1715380193.0310833,3976,21.151813507080078
1715380199.0011537,3982,21.339370727539062
