Wall time,Step,Value
1715368038.6277077,2105,-106.75576782226562
1715368088.628515,2155,-92.78687286376953
1715368132.0344026,2198,-118.3807144165039
1715368176.7975097,2243,-105.05035400390625
1715368233.2069345,2300,-87.60309600830078
1715368284.6949022,2351,-102.64724731445312
1715368337.9355226,2404,-102.61583709716797
1715368391.9459121,2458,-88.24406433105469
1715368443.3517237,2510,-122.77125549316406
1715368505.7355587,2572,-107.96585845947266
1715368558.6782415,2625,-94.8338623046875
1715368614.8742993,2681,-71.86370086669922
1715368672.0184224,2738,-62.57419204711914
1715368732.0050313,2798,-66.85977172851562
1715368790.9401302,2857,-60.78032302856445
1715368844.8457758,2911,-91.68965148925781
1715368899.4790177,2966,-86.52294158935547
1715368951.6501005,3018,-62.615455627441406
1715369007.6026497,3074,-71.10810089111328
1715369057.581686,3124,-90.54975128173828
1715369109.3686533,3176,-89.52332305908203
1715369164.9189556,3231,-82.68756103515625
1715369220.5998425,3287,-64.56684875488281
1715369280.5784187,3347,-70.66728973388672
1715369343.4663572,3410,-62.55961990356445
1715369402.1868155,3468,-87.32254791259766
1715369457.0564814,3523,-84.53388214111328
1715369513.37292,3580,-75.02193450927734
1715369578.9331467,3645,-67.30332946777344
1715369631.7686539,3698,-73.62179565429688
1715369694.2385306,3761,-72.70625305175781
1715369755.225537,3822,-76.18231201171875
1715369812.0120842,3878,-75.70891571044922
1715369865.098594,3931,-54.312049865722656
1715369924.871214,3991,-74.05635070800781
1715369981.2288244,4048,-80.15872955322266
1715370044.4441934,4111,-52.266571044921875
1715370113.8315995,4180,-55.51416778564453
1715370181.916013,4248,-61.922142028808594
1715370253.217428,4320,-66.10604095458984
1715370316.3471322,4383,-66.37694549560547
1715370378.8852792,4445,-87.27684020996094
1715370447.2077308,4514,-61.90240478515625
1715370504.5858543,4571,-86.41021728515625
1715370571.4955938,4638,-61.58803939819336
1715370635.1121676,4701,-82.7593765258789
1715370699.100621,4765,-77.45272827148438
1715370764.3371878,4831,-78.24400329589844
1715370832.0158348,4898,-67.6420669555664
1715370902.6218293,4969,-114.84302520751953
1715370979.255474,5046,-149.7107696533203
1715371047.490181,5114,-109.88433074951172
1715371112.4477904,5179,-97.89810180664062
1715371182.4142873,5249,-106.30408477783203
1715371249.0427475,5315,-85.61384582519531
1715371317.6821847,5384,-125.95060729980469
1715371383.815287,5450,-79.09961700439453
1715371454.905764,5521,-57.766883850097656
1715371530.788012,5597,-68.75650787353516
1715371602.2718391,5669,-60.34066390991211
1715371675.4855502,5742,-37.881072998046875
1715371756.5970414,5823,-16.142181396484375
1715371845.2988706,5912,-22.060592651367188
1715371927.3739324,5994,-60.28792190551758
1715372010.092902,6076,-152.6317138671875
1715372083.5535753,6150,-27.030147552490234
1715372163.5830867,6230,-3.1903607845306396
1715372248.9053638,6315,-19.648273468017578
1715372330.121572,6396,-30.055286407470703
1715372417.2333257,6484,-24.7799129486084
1715372503.6243684,6570,-12.215910911560059
1715372591.7506738,6658,-47.23674392700195
1715372681.988564,6748,-66.36091613769531
1715372757.7488933,6824,-41.519554138183594
1715372830.2571256,6897,-28.703554153442383
1715372922.9697614,6989,-21.689598083496094
1715373008.7561986,7075,-17.895933151245117
1715373103.2577806,7170,-40.023006439208984
1715373181.104657,7247,-33.02128219604492
1715373262.9156117,7329,-72.4367446899414
1715373342.8275588,7409,-21.162067413330078
1715373429.1830046,7495,-6.485173225402832
1715373509.4754496,7576,-12.892102241516113
1715373593.5658634,7660,-5.632415771484375
1715373676.7163713,7743,-12.070028305053711
1715373761.2688909,7828,-15.149089813232422
1715373850.5142498,7917,-16.432580947875977
1715373931.8786776,7998,-19.54445457458496
1715374021.9677582,8088,-14.42103099822998
1715374102.6208131,8169,-32.751190185546875
1715374181.1816597,8247,-25.78517723083496
1715374263.7450428,8330,-46.643882751464844
1715374345.7727704,8412,-27.42449951171875
1715374431.1829677,8497,-32.469627380371094
1715374514.6044772,8581,-42.60609436035156
1715374594.9625568,8661,-44.08336639404297
1715374676.043687,8742,-29.245851516723633
1715374753.5509732,8820,-21.638851165771484
1715374833.0388222,8899,-43.91130065917969
1715374917.1723726,8983,-65.12843322753906
1715374997.229347,9064,-42.19465255737305
1715375086.5480485,9153,-31.126691818237305
1715375165.297358,9232,-27.888673782348633
1715375247.3650498,9314,-32.219669342041016
1715375323.9790354,9390,-11.3516263961792
1715375402.7046192,9469,-59.7412223815918
1715375492.6170192,9559,-52.55238723754883
1715375569.079668,9635,-25.629961013793945
1715375648.2919188,9715,-27.18256187438965
1715375726.5214777,9793,-21.061267852783203
1715375814.7632518,9881,-43.96242904663086
